reports,age,income,expenditure,dependents,months,majorcards,active,share
0.071428571,0.43200004,0.571106095,0.025340066,0.166666667,0.044444444,1,0.391304348,0.01210897
0.214285714,0.38700004,0.139202408,0,0,0.088888889,1,0.173913043,0.000582524
0,0.373,0.412829195,0.012280187,0.333333333,0.155555556,0,0.565217391,0.008123409
0,0.33499996,0.146726862,0.014886787,0.333333333,0.012962963,1,0,0.02572685
0.214285714,0.49699996,0.330323552,0,0,0.105555556,1,0.065217391,0.00026087
0,0.259,0.247554552,0.085502104,0.333333333,0.077777778,1,0.195652174,0.090862
0,0.361,0.176072235,0.024109227,0.166666667,0.02037037,1,0,0.03532235
0,0.52,0.115665914,0.034768197,0,0.033333333,0,0.043478261,0.07401385
0,0.35299996,0.130925508,0.002097109,0.333333333,0.177777778,1,0.043478261,0.004564103
0,0.403,0.360421369,0.067448125,0.5,0.018518519,1,0.217391304,0.0501734
0,0.28800004,0.201625282,0.062289785,0,0.022222222,0,0,0.08017754
0,0.30300004,0.187358916,0.046582987,0.166666667,0.031481481,1,0.173913043,0.06417074
0,0.289,0.285176825,0.115816074,0,0.012962963,1,0.217391304,0.1076917
0,0.28699996,0.157261099,0.019082886,0,0.022222222,1,0,0.03099
0,0.382,0.164785553,0,0.166666667,0.02037037,1,0.173913043,5.00E-04
0,0.55200004,0.179834462,0,0,0.112962963,1,0.173913043,0.000461539
0,0.26100004,0.164785553,0.150086869,0.166666667,0.311111111,1,0.086956522,0.2326392
0,0.433,0.173814898,0.045892005,0.333333333,0.098148148,0,0.065217391,0.06781389
0,0.28399996,0.101580135,0.161897626,0,0.061111111,0,0.02173913,0.3860019
0,0.59100004,0.164785553,0.02858279,0,0.025925926,1,0.130434783,0.04437958
0,0.31099996,0.134687735,0.091264831,0,0.003703704,1,0.043478261,0.1700255
0.071428571,0.34800004,0.178329571,0.11652238,0,0.011111111,1,0.260869565,0.1680209
0,0.394,0.221218962,0.048451833,0,0.237037037,0,0.065217391,0.05726571
0,0.34999996,0.157261099,0.024598818,0.333333333,0.044444444,0,0.108695652,0.04004043
0,0.56899996,0.334085779,0.018791978,0.333333333,0.046296296,1,0.239130435,0.01516022
0,0.25699996,0.218961625,0.02846691,0,0.103703704,1,0.065217391,0.03396795
0,0.36300004,0.134687735,0.002285311,0.5,0.083333333,1,0.304347826,0.0048
0.428571429,0.75300004,0.176072235,0,0.333333333,0.037037037,0,0.282608696,0.000470588
0.071428571,0.25699996,0.169300226,0.093254955,0.166666667,0.007407407,1,0.239130435,0.1409972
0,0.36600004,0.270127916,0.033223595,0,0.048148148,0,0.02173913,0.03251895
0,0.571,0.182633559,0.004489965,0,0.007407407,1,0.260869565,0.006635826
0.071428571,0.475,0.510910459,0.206943238,0.333333333,0.055555556,0,0.47826087,0.109958
0,0.63600004,0.194883371,0,0.166666667,0.288888889,0,0.239130435,0.000428571
0,0.27199996,0.22103085,0,0.333333333,0.035185185,0,0,0.000381255
0.071428571,0.29700004,0.435665914,0,0.333333333,0.031481481,1,0.043478261,2.00E-04
0,0.30000004,0.228743416,0.027189825,0,0.011111111,1,0.369565217,0.03124
0,0.73099996,0.309255079,0.042861941,0.166666667,0.466666667,0,0,0.03697246
0,0.34800004,0.172310008,0.05149048,0,0.012962963,1,0.456521739,0.0767256
0,0.42199996,0.20993228,0.04356986,0.166666667,0.011111111,1,0.173913043,0.054018
0,0.31099996,0.247554552,0.080826067,0,0.096296296,1,0.043478261,0.08595
0,0.511,0.32731377,0.060855137,0,0.266666667,1,0.239130435,0.04965899
0,0.32899996,0.191873589,0.007501198,0,0.055555556,1,0.02173913,0.01036232
0,0.268,0.174943567,0.069064254,0.333333333,0.042592593,1,0.195652174,0.1013325
0.5,0.48900004,0.227900677,0,0,0.092592593,1,0.347826087,0.000370508
0.142857143,0.42000004,0.273137698,0,0,0.07037037,0,0.043478261,0.0003125
0,0.39199996,0.083521445,0.013754077,0.166666667,0.011111111,1,0.043478261,0.03875531
0,0.30799996,0.27765237,0,0,0.033333333,1,0.065217391,0.000307692
0,0.68100004,0.137697517,0,0,0.064814815,1,0.239130435,0.000588235
0.071428571,0.36000004,0.532761475,0.153088961,0.666666667,0.07962963,1,0.304347826,0.07818501
0,0.29899996,0.548532731,0.098203326,0,0.555555556,1,0.173913043,0.04870107
0,0.41299996,0.229525959,0.025407551,0.166666667,0.057407407,1,0.130434783,0.02910716
0,0.29400004,0.106997743,0.076892117,0.166666667,0.007407407,1,0.108695652,0.1754246
0,0.487,0.586155004,0.100384578,0.333333333,0.07037037,1,0,0.04667138
0,0.37399996,0.149736644,0.024857734,0.333333333,0.031481481,1,0.347826087,0.04216182
0,0.33199996,0.360421369,0.038845977,0.166666667,0.044444444,1,0,0.0289768
0,0.36799996,0.20993228,0.050515324,0.333333333,0.133333333,1,0.173913043,0.062629
0,0.553,0.134687735,0.003414523,0,0.140740741,1,0.02173913,0.00685
0,0.244,0.100075245,0.03704327,0,0.011111111,1,0.043478261,0.08959676
0,0.334,0.097065463,0,0.166666667,0.009259259,0,0,8.00E-04
0,0.61800004,0.20993228,0.057998229,0,0.224074074,1,0,0.07210633
0.071428571,0.49999996,0.360421369,0.201763669,0.5,0.155555556,1,0.152173913,0.1501082
0,0.619,0.339593679,0.027392277,0.166666667,0.111111111,0,0,0.02165545
0,0.64,0.097065463,0,0,0.105555556,0,0.130434783,8.00E-04
0,0.31099996,0.157261099,0.021831441,0,0.044444444,1,0,0.03560869
0,0.244,0.104589917,0.036035593,0,0.005555556,1,0,0.08383188
0,0.331,0.149736644,0.083013804,0,0.005555556,0,0.02173913,0.1403464
0,0.277,0.309255079,0.218025394,0.333333333,0.066666667,1,0.239130435,0.1877141
0,0.27499996,0.179834462,0,0,0.068518519,1,0.152173913,0.000461539
0,0.24199996,0.110248307,0.079151606,0,0.018518519,1,0,0.1757384
0,1,0.2003386,0.004301761,0,0.07037037,0,0.239130435,0.005848564
0,0.292,0.179834462,0.048248027,0,0.038888889,1,0.043478261,0.06905923
0,0.403,0.202407825,0.081743956,0.333333333,0.025925926,1,0.434782609,0.104841
0,0.29899996,0.183596689,0.006607239,0,0.022222222,1,0.195652174,0.009650944
0,0.32100004,0.127163281,0.013491403,0,0.033333333,1,0.195652174,0.02667368
0,0.78899992,0.206170053,0.038300729,0.166666667,0.425925926,1,0.413043478,0.04856136
0,0.25699996,0.218961625,0.072740389,0.166666667,0.018518519,0,0.130434783,0.08677917
0,0.418,0.293641836,0.032650633,0.166666667,0.068518519,1,0.5,0.02962699
0.071428571,0.55,0.435665914,0,0.333333333,0.155555556,1,1,2.00E-04
0,0.30199996,0.134687735,0.003361827,0,0.044444444,1,0.413043478,0.006652
0.142857143,0.42900004,0.238525207,0,0.333333333,0.033333333,1,0.326086957,0.00035503
0,0.40200004,0.247554552,0.002312197,0,0.022222222,1,0,0.002742857
0,0.35899996,0.179834462,0.003898471,0.666666667,0.094444444,1,0.347826087,0.005961538
0.785714286,0.31500004,0.247554552,0,0,0.025925926,0,0.586956522,0.000342857
0.071428571,0.29299996,0.194883371,0.047382566,0,0.025925926,1,0.239130435,0.06297679
0,0.451,0.42814146,0.104732304,0.5,0.051851852,1,0.239130435,0.06604102
0,0.553,0.390519187,0.08669907,0.666666667,0.377777778,1,0.152173913,0.05977204
0,0.352,0.194883371,0.080388901,0,0.092592593,1,0.065217391,0.1067854
0,0.52399996,0.27765237,0.016158493,0.5,0.331481481,1,0.130434783,0.01558974
0,0.56100004,0.240030098,0.028274408,0,0.077777778,1,0.086956522,0.03101882
0,0.25999996,0.140707299,0.065612638,0,0.009259259,1,0,0.1174231
0,0.69000004,0.172310008,0.033916706,0,0.044444444,1,0.282608696,0.05074
0.071428571,0.28200004,0.130925508,0.016189143,0,0.005555556,1,0.086956522,0.03098154
0,0.30600004,0.14221219,0.105536207,0,0.027777778,1,0.130434783,0.18692
0,0.36600004,0.20993228,0,0.166666667,0.051851852,1,0.130434783,4.00E-04
0.071428571,0.41599996,0.224981189,0.056504732,0.333333333,0.046296296,1,0.173913043,0.06567625
0.285714286,0.448,0.179834462,0,0,0.074074074,1,0.304347826,0.000461539
0,0.48199996,0.214973664,0.131660539,0.333333333,0.033333333,0,0,0.1596997
0,0.29100004,0.194883371,0.010831029,0,0.111111111,1,0.239130435,0.0146375
0,0.373,0.34537246,0.130501483,0,0.055555556,1,0.282608696,0.1011433
0,0.49200004,0.340857788,0,0,0.024074074,1,0,0.000253165
0,0.35599996,0.194883371,0.025956028,0,0.148148148,1,0.304347826,0.03458607
0,0.42900004,0.300225734,0.002688601,0.666666667,0.109259259,1,0.282608696,0.002619048
0,0.51300004,0.285176825,0.077521249,0.333333333,0.333333333,1,0.195652174,0.07213325
0.285714286,0.30799996,0.108352144,0,0,0.066666667,1,0.108695652,0.000727273
0,0.40800004,0.307750188,0.028697056,0.166666667,0.022222222,1,0.043478261,0.0249386
0,0.76,0.469766742,0,0,0.077777778,1,0.282608696,0.000185954
0.071428571,0.26100004,0.20993228,0.003550299,0.166666667,0.033333333,0,0.152173913,0.004701667
0,0.253,0.115876599,0.090919905,0,0.011111111,0,0.065217391,0.1932389
0,0.26599996,0.119638826,0,0,0.005555556,0,0.130434783,0.000666667
0,0.27300004,0.145974417,0.005540133,0,0.022222222,1,0.02173913,0.009956279
0,0.28399996,0.577125658,0,0.666666667,0.011111111,1,0.195652174,0.000152284
0.142857143,0.31999996,0.179834462,0,0,0.022222222,1,0.195652174,0.000461539
0,0.42799996,0.166290444,0.038594872,0,0.103703704,1,0.217391304,0.05948347
0,0.49099996,0.194883371,0.027922739,0,0.088888889,0,0.130434783,0.03716286
0,0.487,0.258088789,0.0303656,0.166666667,0.075925926,1,0.02173913,0.03113791
0.071428571,0.64099996,0.736636569,0.268508455,0.5,0.222222222,1,0.065217391,0.0998702
0,0.247,0.130925508,0,0,0.025925926,0,0.02173913,0.000615385
0.142857143,0.41599996,0.473288187,0.245967792,0,0.022222222,1,0.282608696,0.1407468
0,0.38400004,0.270504138,0.008388436,0,0.094444444,1,0.152173913,0.008436268
0,0.487,0.145974417,0.073431629,0.166666667,0.124074074,0,0.347826087,0.1270335
0.142857143,0.46099996,0.285176825,0.122556924,0,0.222222222,1,0.173913043,0.1139598
0,0.26700004,0.217456734,0.200049685,0,0.005555556,1,0,0.2400213
0,0.37,0.285959368,0,0,0.077777778,1,0,0.000299222
0,0.34699996,0.328818661,0.015684763,0,0.092592593,1,0.152173913,0.01286856
0,0.403,0.119638826,0.063058714,0.5,0.022222222,1,0.043478261,0.1306339
0.285714286,0.454,0.112829195,0,0.333333333,0.077777778,1,0.043478261,0.00070196
0,0.26100004,0.154198646,0.039422972,0,0.011111111,1,0,0.06498916
0,0.31500004,0.247554552,0.124180861,0.333333333,0.022222222,1,0,0.1319654
0,0.48199996,0.736636569,0.041727082,0.666666667,0.133333333,1,0.456521739,0.01560016
0,0.283,0.102167043,0,0.166666667,0.011111111,1,0,0.000765404
0,0.44899996,0.207095561,0.001478731,0.166666667,0.172222222,1,0.282608696,0.002227999
0.071428571,0.331,0.187358916,0.067961658,0,0.016666667,1,0.282608696,0.09362111
0,0.25800004,0.146726862,0.064058067,0,0.033333333,1,0.152173913,0.1106287
0,0.31200004,0.285176825,0.001021669,0.333333333,0.033333333,0,0,0.0012
0.357142857,0.379,0.322799097,0,0,0.066666667,1,0.239130435,0.000266667
0,0.403,0.119638826,0,0.333333333,0.02037037,1,0.282608696,0.000666667
0,0.32599996,0.191121144,0.049597178,0,0.011111111,1,0.065217391,0.06718982
0,0.475,0.166290444,0.011019769,0.166666667,0.090740741,1,0.543478261,0.01701942
0,0.277,0.153498871,0,0.5,0.022222222,1,0,0.000533333
0,0.28500004,0.074492099,0,0,0.027777778,0,0,0.001
0.142857143,0.33600004,0.179834462,0,0.333333333,0.057407407,1,0.065217391,0.000461539
0,0.31399996,0.097065463,0,0,0.014814815,1,0,8.00E-04
0,0.30199996,0.14221219,0.111043796,0.166666667,0.040740741,1,0.413043478,0.1966748
0,0,0.227990971,0.160575898,0.5,0.046296296,1,0.347826087,0.1843664
0,0.43699996,0.151241535,0,0.333333333,0.007407407,1,0,0.000540541
0.142857143,0.41599996,0.352896915,0,0.333333333,0.755555556,1,0.065217391,0.000244898
0,0.49699996,0.157261099,0.028102874,0,0.077777778,1,0.260869565,0.04575044
0.142857143,0.33799996,0.232505643,0,0.166666667,0.066666667,1,0.369565217,0.000363636
0.214285714,0.53299996,0.172310008,0,0.333333333,0.114814815,1,0.391304348,0.00048
0,0.406,0.150112867,0.026090724,0.333333333,0.007407407,1,0.217391304,0.04400998
